-1.500000e+01	1.403559e-97
-1.495000e+01	3.542727e-91
-1.490000e+01	5.423723e-85
-1.485000e+01	5.036283e-79
-1.480000e+01	2.836452e-73
-1.475000e+01	9.689326e-68
-1.470000e+01	2.007541e-62
-1.465000e+01	2.522830e-57
-1.460000e+01	1.922934e-52
-1.455000e+01	8.889832e-48
-1.450000e+01	2.492731e-43
-1.445000e+01	4.239456e-39
-1.440000e+01	4.373182e-35
-1.435000e+01	2.736136e-31
-1.430000e+01	1.038319e-27
-1.425000e+01	2.389882e-24
-1.420000e+01	3.336375e-21
-1.415000e+01	2.825049e-18
-1.410000e+01	1.450875e-15
-1.405000e+01	4.519462e-13
-1.400000e+01	8.538788e-11
-1.395000e+01	9.784947e-09
-1.390000e+01	6.801011e-07
-1.385000e+01	2.867090e-05
-1.380000e+01	7.330976e-04
-1.375000e+01	1.136934e-02
-1.370000e+01	1.069452e-01
-1.365000e+01	6.101547e-01
-1.360000e+01	2.111405e+00
-1.355000e+01	4.431552e+00
-1.350000e+01	5.641478e+00
-1.345000e+01	4.355949e+00
-1.340000e+01	2.039977e+00
-1.335000e+01	5.794563e-01
-1.330000e+01	9.983179e-02
-1.325000e+01	1.043205e-02
-1.320000e+01	6.611856e-04
-1.315000e+01	2.541732e-05
-1.310000e+01	5.926372e-07
-1.305000e+01	8.381096e-09
-1.300000e+01	7.188951e-11
-1.295000e+01	3.740098e-13
-1.290000e+01	1.180193e-15
-1.285000e+01	2.258791e-18
-1.280000e+01	2.622115e-21
-1.275000e+01	1.846206e-24
-1.270000e+01	7.884270e-28
-1.265000e+01	2.042271e-31
-1.260000e+01	6.348212e-32
-1.255000e+01	2.910050e-28
-1.250000e+01	8.095092e-25
-1.245000e+01	1.365828e-21
-1.240000e+01	1.397728e-18
-1.235000e+01	8.675657e-16
-1.230000e+01	3.266140e-13
-1.225000e+01	7.457957e-11
-1.220000e+01	1.032899e-08
-1.215000e+01	8.676578e-07
-1.210000e+01	4.420709e-05
-1.205000e+01	1.366118e-03
-1.200000e+01	2.560572e-02
-1.195000e+01	2.910976e-01
-1.190000e+01	2.007212e+00
-1.185000e+01	8.394607e+00
-1.180000e+01	2.129415e+01
-1.175000e+01	3.276220e+01
-1.170000e+01	3.057304e+01
-1.165000e+01	1.730441e+01
-1.160000e+01	5.940566e+00
-1.155000e+01	1.236948e+00
-1.150000e+01	1.562169e-01
-1.145000e+01	1.196623e-02
-1.140000e+01	5.559547e-04
-1.135000e+01	1.566658e-05
-1.130000e+01	2.677699e-07
-1.125000e+01	2.775889e-09
-1.120000e+01	1.745401e-11
-1.115000e+01	6.656425e-14
-1.110000e+01	1.539740e-16
-1.105000e+01	3.042722e-18
-1.100000e+01	1.753067e-15
-1.095000e+01	6.594314e-13
-1.090000e+01	1.504504e-10
-1.085000e+01	2.081949e-08
-1.080000e+01	1.747428e-06
-1.075000e+01	8.895728e-05
-1.070000e+01	2.746732e-03
-1.065000e+01	5.144036e-02
-1.060000e+01	5.843115e-01
-1.055000e+01	4.025669e+00
-1.050000e+01	1.682243e+01
-1.045000e+01	4.264148e+01
-1.040000e+01	6.561415e+01
-1.035000e+01	6.171699e+01
-1.030000e+01	3.771332e+01
-1.025000e+01	2.183916e+01
-1.020000e+01	2.165000e+01
-1.015000e+01	2.266774e+01
-1.010000e+01	1.582652e+01
-1.005000e+01	6.776133e+00
-1.000000e+01	1.761779e+00
-9.950000e+00	2.778625e-01
-9.900000e+00	2.658075e-02
-9.850000e+00	1.542262e-03
-9.800000e+00	5.427524e-05
-9.750000e+00	1.158506e-06
-9.700000e+00	1.499848e-08
-9.650000e+00	1.177740e-10
-9.600000e+00	5.609240e-13
-9.550000e+00	1.620360e-15
-9.500000e+00	2.839041e-18
-9.450000e+00	3.017065e-21
-9.400000e+00	1.944690e-24
-9.350000e+00	7.602719e-28
-9.300000e+00	1.802769e-31
-9.250000e+00	2.592771e-35
-9.200000e+00	2.261731e-39
-9.150000e+00	1.196659e-43
-9.100000e+00	3.840191e-48
-9.050000e+00	7.474598e-53
-9.000000e+00	8.824206e-58
-8.950000e+00	6.318532e-63
-8.900000e+00	2.744161e-68
-8.850000e+00	7.228624e-74
-8.800000e+00	1.154927e-79
-8.750000e+00	1.119196e-85
-8.700000e+00	1.843576e-87
-8.650000e+00	2.230495e-81
-8.600000e+00	1.636857e-75
-8.550000e+00	7.285755e-70
-8.500000e+00	1.966950e-64
-8.450000e+00	3.220832e-59
-8.400000e+00	3.198902e-54
-8.350000e+00	1.927057e-49
-8.300000e+00	7.041309e-45
-8.250000e+00	1.560573e-40
-8.200000e+00	2.097959e-36
-8.150000e+00	1.710835e-32
-8.100000e+00	8.463346e-29
-8.050000e+00	2.540016e-25
-8.000000e+00	4.625403e-22
-7.950000e+00	5.111761e-19
-7.900000e+00	3.429542e-16
-7.850000e+00	1.397511e-13
-7.800000e+00	3.461348e-11
-7.750000e+00	5.216581e-09
-7.700000e+00	4.791730e-07
-7.650000e+00	2.689142e-05
-7.600000e+00	9.252292e-04
-7.550000e+00	1.960918e-02
-7.500000e+00	2.575799e-01
-7.450000e+00	2.112382e+00
-7.400000e+00	1.089751e+01
-7.350000e+00	3.559009e+01
-7.300000e+00	7.383235e+01
-7.250000e+00	9.722880e+01
-7.200000e+00	8.091514e+01
-7.150000e+00	4.226184e+01
-7.100000e+00	1.374812e+01
-7.050000e+00	2.766173e+00
-7.000000e+00	3.422763e-01
-6.950000e+00	2.593355e-02
